ID	Family	taxa	Trait	Data	DataType	Method	Source	Region2	Redundancy
C06340	Apiaceae	Bupleurum semicompositum	SeedBankLong	persistent/unk	semi-quantitative conditional	compilation	Kazanis2004a	E	263
E03527	Apiaceae	Bupleurum semicompositum	SeedlEmerg	high	semi-quantitative	compilation	Kazanis2005	E	695
R03456	Apiaceae	Bupleurum semicompositum	SeedlEmerg	yes	categorical	compilation	Kazanis2004a	E	695
R00423	Apiaceae	Bupleurum spinosum	RespDist	no	categorical	compilation	Arroyo1990	W	NA
R03154	Apiaceae	Bupleurum spinosum	SeedlEmerg	yes	categorical	compilation	Arroyo1990	W	NA
E05408	Apiaceae	Bupleurum tenuissimum	RespFire	no	categorical	experience	Marmaris	M	NA
C06878	Apiaceae	Chaetosciadium trichospermum	RespFire	no	categorical	compilation	Arianoutsou2000	M	NA
C06988	Apiaceae	Chaetosciadium trichospermum	SeedlEmerg	yes	categorical	compilation	Arianoutsou2000	M	NA
R02077	Apiaceae	Daucus carota	BudSource	storage organs	categorical	compilation	Kazanis2004a	E	NA
C02999	Apiaceae	Daucus carota	DispMode	epizoochory	categorical	compilation	Valbuena2001	W	NA
S00455	Apiaceae	Daucus carota	HeatStimGerm	unaffected/_MH	semi-quantitative conditional	measure	Luna2007a	W	NA
S00524	Apiaceae	Daucus carota	OtherCues	unaffected/NC5	semi-quantitative conditional	measure	PerezFdez2006	W	NA
S00525	Apiaceae	Daucus carota	OtherCues	unaffected/NC1	semi-quantitative conditional	measure	PerezFdez2006	W	NA
R00641	Apiaceae	Daucus carota	RespFire	yes	categorical	compilation	Kazanis2004a	E	NA
C02792	Apiaceae	Daucus carota	RespFire	no	categorical	compilation	Valbuena2001	W	NA
C07322	Apiaceae	Daucus carota	RespFire	no	categorical	experience	Alberdi2002	W	NA
C07650	Apiaceae	Daucus carota	RespFire	yes	categorical	measure	Luna2007a	W	NA
C03941	Apiaceae	Daucus carota	SeedBankLong	transient/veg	semi-quantitative conditional	measure	PerezFdez2001	W	NA
C02822	Apiaceae	Daucus carota	SeedlEmerg	yes	categorical	compilation	Valbuena2001	W	NA
C07412	Apiaceae	Daucus carota	SeedlEmerg	yes	categorical	experience	Alberdi2002	W	NA
R03346	Apiaceae	Daucus carota	SeedlEmerg	no	categorical	compilation	Kazanis2004a	E	NA
C07601	Apiaceae	Daucus carota	SeedMass	0.76	quantitative	measure	PerezFdez2006	W	NA
C05253	Apiaceae	Daucus involucratus	DispMode	anemochory	categorical	compilation	Kazanis2004a	E	NA
C05411	Apiaceae	Daucus involucratus	DispMode	zoochory	categorical	compilation	Kazanis2004a	E	NA
C04589	Apiaceae	Daucus involucratus	RespFire	no	categorical	measure	Thanos1996	E	NA
R00815	Apiaceae	Daucus involucratus	RespFire	no	categorical	compilation	Kazanis2004a	E	NA
E05410	Apiaceae	Daucus involucratus	RespFire	no	categorical	experience	Marmaris	M	NA
C04590	Apiaceae	Daucus involucratus	SeedlEmerg	yes	categorical	measure	Thanos1996	E	NA
R03520	Apiaceae	Daucus involucratus	SeedlEmerg	no	categorical	compilation	Kazanis2004a	E	NA
E00038	Apiaceae	Elaeoselinum tenuifolium	FruitType	dry	categorical	experience	Murcia	W	NA
S00015	Apiaceae	Elaeoselinum tenuifolium	HeatStimGerm	unaffected/L_H	semi-quantitative conditional	measure	Buhk2006a	W	NA
E00040	Apiaceae	Elaeoselinum tenuifolium	Height	0.6	quantitative	measure	Murcia	W	NA
E00042	Apiaceae	Elaeoselinum tenuifolium	LeafShape	linear	categorical	experience	Murcia	W	NA
E00044	Apiaceae	Elaeoselinum tenuifolium	Propagule	fruit	categorical	experience	Murcia	W	NA
R00390	Apiaceae	Elaeoselinum tenuifolium	RespFire	yes	categorical	measure	Buhk2006a	W	78
E00046	Apiaceae	Elaeoselinum tenuifolium	RespFire	high	semi-quantitative	measure	Gotzenberger2003	W	78
R00286	Apiaceae	Elaeoselinum tenuifolium	RespFire	yes	categorical	measure	Buhk2005a	W	78
C04226	Apiaceae	Elaeoselinum tenuifolium	SeedBankLong	transient/dor	semi-quantitative conditional	measure	Buhk2006a	W	NA
E00047	Apiaceae	Elaeoselinum tenuifolium	SeedlEmerg	low	semi-quantitative	measure	Murcia	W	737
R03054	Apiaceae	Elaeoselinum tenuifolium	SeedlEmerg	yes	categorical	measure	Buhk2005a	W	737
E00049	Apiaceae	Eryngium campestre	FruitType	dry	categorical	experience	Murcia	W	NA
E00050	Apiaceae	Eryngium campestre	Height	0.3	quantitative	measure	Murcia	W	NA
E00052	Apiaceae	Eryngium campestre	LeafShape	broad	categorical	experience	Murcia	W	NA
C06614	Apiaceae	Eryngium campestre	MatSap	early	semi-quantitative	measure	Trabaud2002	W	NA
E00054	Apiaceae	Eryngium campestre	Propagule	seed	categorical	experience	Murcia	W	NA
R00287	Apiaceae	Eryngium campestre	RespFire	no	categorical	measure	Buhk2005a	W	NA
R01033	Apiaceae	Eryngium campestre	RespFire	yes	categorical	measure	Abad1996	W	NA
C06497	Apiaceae	Eryngium campestre	RespFire	no	categorical	measure	Trabaud2002	W	NA
C08007	Apiaceae	Eryngium campestre	RootDepth	0.86	quantitative	measure	GuerreroCampo2006	W	NA
C02628	Apiaceae	Eryngium campestre	SeedBankLong	transient/veg	semi-quantitative conditional	measure	Buhk2005b	W	NA
R03055	Apiaceae	Eryngium campestre	SeedlEmerg	yes	categorical	measure	Buhk2005a	W	740
C06553	Apiaceae	Eryngium campestre	SeedlEmerg	yes	categorical	measure	Trabaud2002	W	NA
R03746	Apiaceae	Eryngium campestre	SeedlEmerg	no	categorical	measure	Abad1996	W	NA
C03515	Apiaceae	Eryngium campestre	SeedlEmerg	yes	categorical	measure	Ferrandis1996a	W	NA
E00056	Apiaceae	Eryngium campestre	SeedlEmerg	yes	categorical	experience	Murcia	W	740
C08384	Apiaceae	Eryngium campestre	SeedMass	0.66	quantitative	measure	Azcarate2002	W	NA
C05257	Apiaceae	Eryngium creticum	DispMode	anemochory	categorical	compilation	Kazanis2004a	E	NA
R00663	Apiaceae	Eryngium creticum	RespFire	yes	categorical	compilation	Kazanis2004a	E	NA
E05412	Apiaceae	Eryngium creticum	RespFire	yes	categorical	experience	Turkmen2005	M	NA
R03368	Apiaceae	Eryngium creticum	SeedlEmerg	no	categorical	compilation	Kazanis2004a	E	NA
R00479	Apiaceae	Eryngium falcatum	RespFire	yes	categorical	compilation	Naveh1975	U	NA
R03210	Apiaceae	Eryngium falcatum	SeedlEmerg	yes	categorical	compilation	Naveh1975	U	NA
C06855	Apiaceae	Ferula tingitana	RespFire	no	categorical	compilation	Arianoutsou2000	M	NA
C06965	Apiaceae	Ferula tingitana	SeedlEmerg	yes	categorical	compilation	Arianoutsou2000	M	NA
S00529	Apiaceae	Foeniculum vulgare	OtherCues	unaffected/NC1	semi-quantitative conditional	measure	PerezFdez2006	W	NA
S00528	Apiaceae	Foeniculum vulgare	OtherCues	unaffected/NC5	semi-quantitative conditional	measure	PerezFdez2006	W	NA
R00533	Apiaceae	Foeniculum vulgare	RespFire	yes	categorical	measure	Caturla2000	W	NA
R01001	Apiaceae	Foeniculum vulgare	RespFire	yes	categorical	compilation	Cuco1987	W	NA
C06856	Apiaceae	Foeniculum vulgare	RespFire	no	categorical	compilation	Arianoutsou2000	M	NA
R03697	Apiaceae	Foeniculum vulgare	SeedlEmerg	no	categorical	compilation	Cuco1987	W	NA
C06966	Apiaceae	Foeniculum vulgare	SeedlEmerg	yes	categorical	compilation	Arianoutsou2000	M	NA
C07600	Apiaceae	Foeniculum vulgare	SeedMass	3.05	quantitative	measure	PerezFdez2006	W	NA
C01342	Apiaceae	Foeniculum vulgare ssp. piperitum	FruitType	dry	categorical	experience	Valencia	W	NA
C00251	Apiaceae	Foeniculum vulgare ssp. piperitum	Height	2	quantitative	general reference	Mateo1990	W	NA
C00563	Apiaceae	Foeniculum vulgare ssp. piperitum	LeafPhenology	evergreen	categorical	experience	Valencia	W	NA
C00802	Apiaceae	Foeniculum vulgare ssp. piperitum	LeafShape	linear	categorical	experience	Valencia	W	NA
C00897	Apiaceae	Foeniculum vulgare ssp. piperitum	LeafSize	very large	semi-quantitative	experience	Valencia	W	NA
C01840	Apiaceae	Foeniculum vulgare ssp. piperitum	SeedBankLong	transient/veg	semi-quantitative conditional	measure	DiazVilla2003	W	NA
C05276	Apiaceae	Lagoecia cuminoides	DispMode	anemochory	categorical	compilation	Kazanis2004a	E	NA
C05419	Apiaceae	Lagoecia cuminoides	DispMode	zoochory	categorical	compilation	Kazanis2004a	E	NA
C06722	Apiaceae	Lagoecia cuminoides	RespFire	no	categorical	compilation	Arianoutsou2000	E	437
C06895	Apiaceae	Lagoecia cuminoides	RespFire	no	categorical	compilation	Arianoutsou2000	M	NA
R00816	Apiaceae	Lagoecia cuminoides	RespFire	no	categorical	compilation	Kazanis2004a	E	437
C07005	Apiaceae	Lagoecia cuminoides	SeedlEmerg	yes	categorical	compilation	Arianoutsou2000	M	NA
R03521	Apiaceae	Lagoecia cuminoides	SeedlEmerg	no	categorical	compilation	Kazanis2004a	E	NA
R03235	Apiaceae	Lagoecia cuminoides	SeedlEmerg	no	categorical	compilation	Naveh1975	U	NA
C06800	Apiaceae	Lagoecia cuminoides	SeedlEmerg	yes	categorical	compilation	Arianoutsou2000	E	NA
E05413	Apiaceae	Malabaila secacul	RespFire	yes	categorical	experience	Turkmen2005	M	NA
R00108	Apiaceae	Sanicula europaea	RespFire	no	categorical	measure	Iglesia1998	W	NA
R02911	Apiaceae	Sanicula europaea	SeedlEmerg	yes	categorical	measure	Iglesia1998	W	NA
C05437	Apiaceae	Scandix pecten-veneris	DispMode	zoochory	categorical	compilation	Kazanis2004a	E	NA
C05341	Apiaceae	Scandix pecten-veneris	DispMode	anemochory	categorical	compilation	Kazanis2004a	E	NA
R00817	Apiaceae	Scandix pecten-veneris	RespFire	no	categorical	compilation	Kazanis2004a	E	NA
R03522	Apiaceae	Scandix pecten-veneris	SeedlEmerg	no	categorical	compilation	Kazanis2004a	E	NA
C06493	Apiaceae	Seseli elatum	RespFire	yes	categorical	measure	Trabaud2002	W	NA
C06549	Apiaceae	Seseli elatum	SeedlEmerg	yes	categorical	measure	Trabaud2002	W	NA
C05351	Apiaceae	Thapsia garganica	DispMode	anemochory	categorical	compilation	Kazanis2004a	E	NA
R00664	Apiaceae	Thapsia garganica	RespFire	yes	categorical	compilation	Kazanis2004a	E	NA
R03369	Apiaceae	Thapsia garganica	SeedlEmerg	no	categorical	compilation	Kazanis2004a	E	NA
S00456	Apiaceae	Thapsia villosa	HeatStimGerm	unaffected/_MH	semi-quantitative conditional	measure	Luna2007a	W	NA
S00535	Apiaceae	Thapsia villosa	OtherCues	unaffected/NC1	semi-quantitative conditional	measure	PerezFdez2006	W	NA
S00534	Apiaceae	Thapsia villosa	OtherCues	unaffected/NC5	semi-quantitative conditional	measure	PerezFdez2006	W	NA
C10888	Apiaceae	Thapsia villosa	RespFire	yes	categorical	measure	Luna2007b	W	NA
C03942	Apiaceae	Thapsia villosa	SeedBankLong	transient/veg	semi-quantitative conditional	measure	PerezFdez2001	W	NA
C07602	Apiaceae	Thapsia villosa	SeedMass	8.29	quantitative	measure	PerezFdez2006	W	NA
C05443	Apiaceae	Tordylium apulum	DispMode	zoochory	categorical	compilation	Kazanis2004a	E	NA
C05353	Apiaceae	Tordylium apulum	DispMode	anemochory	categorical	compilation	Kazanis2004a	E	152
E03728	Apiaceae	Tordylium apulum	DispMode	anemochory	categorical	compilation	Kazanis2005	E	152
E03729	Apiaceae	Tordylium apulum	FruitType	dry	categorical	general reference	Tutin1964	U	NA
E03730	Apiaceae	Tordylium apulum	Height	0.4	quantitative	general reference	Tutin1964	U	NA
E03732	Apiaceae	Tordylium apulum	LeafSize	small	semi-quantitative	experience	Attica	E	NA
E03735	Apiaceae	Tordylium apulum	Propagule	fruit	categorical	experience	Attica	E	NA
E03736	Apiaceae	Tordylium apulum	RespFire	no	semi-quantitative	compilation	Kazanis2005	E	225
R00818	Apiaceae	Tordylium apulum	RespFire	no	categorical	compilation	Kazanis2004a	E	225
E03737	Apiaceae	Tordylium apulum	SeedBankLong	transient/unk	semi-quantitative conditional	experience	Attica	E	NA
E03738	Apiaceae	Tordylium apulum	SeedlEmerg	no	semi-quantitative	compilation	Kazanis2005	E	360
R03523	Apiaceae	Tordylium apulum	SeedlEmerg	no	categorical	compilation	Kazanis2004a	E	360
C05444	Apiaceae	Torilis arvensis	DispMode	zoochory	categorical	compilation	Kazanis2004a	E	NA
C05354	Apiaceae	Torilis arvensis	DispMode	anemochory	categorical	compilation	Kazanis2004a	E	153
E03741	Apiaceae	Torilis arvensis	DispMode	anemochory	categorical	compilation	Kazanis2005	E	153
E03742	Apiaceae	Torilis arvensis	FruitType	dry	categorical	general reference	Tutin1964	U	NA
E03743	Apiaceae	Torilis arvensis	Height	0.2	quantitative	general reference	Tutin1964	U	NA
E03745	Apiaceae	Torilis arvensis	LeafSize	very small	semi-quantitative	experience	Attica	E	NA
E03748	Apiaceae	Torilis arvensis	Propagule	fruit	categorical	experience	Attica	E	NA
E03749	Apiaceae	Torilis arvensis	RespFire	no	semi-quantitative	compilation	Kazanis2005	E	226
R00819	Apiaceae	Torilis arvensis	RespFire	no	categorical	compilation	Kazanis2004a	E	226
E03750	Apiaceae	Torilis arvensis	SeedBankLong	transient/unk	semi-quantitative conditional	experience	Attica	E	NA
R03524	Apiaceae	Torilis arvensis	SeedlEmerg	no	categorical	compilation	Kazanis2004a	E	361
E03751	Apiaceae	Torilis arvensis	SeedlEmerg	no	semi-quantitative	compilation	Kazanis2005	E	361
C05556	Apiaceae	Torilis nodosa	DispMode	autochory	categorical	compilation	Trabaud1992	U	NA
R00274	Apiaceae	Torilis nodosa	RespFire	no	categorical	experience	Trabaud1992	W	NA
R03042	Apiaceae	Torilis nodosa	SeedlEmerg	yes	categorical	experience	Trabaud1992	W	NA
C08993	Apocynaceae	Nerium oleander	RespFire	yes	categorical	experience	Valencia	W	NA
C04984	Apocynaceae	Nerium oleander	SeedMass	3.04	quantitative	measure	BLlavors2001	W	NA
E00080	Apocynaceae	Periploca laevigata ssp. angustifolia	FruitType	dry	categorical	experience	Murcia	W	NA
S00023	Apocynaceae	Periploca laevigata ssp. angustifolia	HeatStimGerm	unaffected/L__	semi-quantitative conditional	measure	Buhk2006a	W	NA
E00082	Apocynaceae	Periploca laevigata ssp. angustifolia	Height	1.2	quantitative	measure	Murcia	W	NA
E00084	Apocynaceae	Periploca laevigata ssp. angustifolia	LeafPhenology	evergreen	categorical	experience	Murcia	W	NA
E00085	Apocynaceae	Periploca laevigata ssp. angustifolia	LeafShape	linear	categorical	experience	Murcia	W	NA
E00087	Apocynaceae	Periploca laevigata ssp. angustifolia	Propagule	seed	categorical	experience	Murcia	W	NA
R00290	Apocynaceae	Periploca laevigata ssp. angustifolia	RespFire	yes	categorical	measure	Buhk2005a	W	81
R00398	Apocynaceae	Periploca laevigata ssp. angustifolia	RespFire	yes	categorical	measure	Buhk2006a	W	81
E00089	Apocynaceae	Periploca laevigata ssp. angustifolia	RespFire	high	semi-quantitative	measure	Gotzenberger2003	W	81
C04233	Apocynaceae	Periploca laevigata ssp. angustifolia	SeedBankLong	transient/dor	semi-quantitative conditional	measure	Buhk2006a	W	NA
C02658	Apocynaceae	Periploca laevigata ssp. angustifolia	SeedBankLong	transient/veg	semi-quantitative conditional	measure	Buhk2005b	W	NA
E00090	Apocynaceae	Periploca laevigata ssp. angustifolia	SeedlEmerg	no	semi-quantitative	measure	Murcia	W	767
R03058	Apocynaceae	Periploca laevigata ssp. angustifolia	SeedlEmerg	no	categorical	measure	Buhk2005a	W	767
C05550	Apocynaceae	Vincetoxicum nigrum	DispMode	anemochory	categorical	compilation	Trabaud1992	U	NA
R00268	Apocynaceae	Vincetoxicum nigrum	RespFire	yes	categorical	experience	Trabaud1992	W	NA
R03036	Apocynaceae	Vincetoxicum nigrum	SeedlEmerg	yes	categorical	experience	Trabaud1992	W	NA
E02352	Aquifoliaceae	Ilex aquifolium	BudSource	rhizomes or roots	categorical	experience	Gibraltar	W	NA
C08947	Aquifoliaceae	Ilex aquifolium	BudSource	root crown	categorical	measure	Quevedo2007	W	NA
E01071	Aquifoliaceae	Ilex aquifolium	DispMode	endozoochory	categorical	experience	Catalonia	W	NA
E01090	Aquifoliaceae	Ilex aquifolium	FruitType	fleshy	categorical	experience	Catalonia	W	NA
E01106	Aquifoliaceae	Ilex aquifolium	Height	15	quantitative	general reference	Bolos1984	W	NA
C08932	Aquifoliaceae	Ilex aquifolium	Height	1.94	quantitative	measure	Quevedo2007	W	NA
E01138	Aquifoliaceae	Ilex aquifolium	LeafPhenology	evergreen	categorical	general reference	Bolos1984	W	NA
E01154	Aquifoliaceae	Ilex aquifolium	LeafShape	broad	categorical	general reference	Bolos1984	W	NA
E01224	Aquifoliaceae	Ilex aquifolium	Propagule	fruit	categorical	general reference	Bolos1984	W	NA
C08911	Aquifoliaceae	Ilex aquifolium	RespFire	74	quantitative	measure	Quevedo2007	W	NA
E02351	Aquifoliaceae	Ilex aquifolium	RespFire	high	semi-quantitative	experience	Gibraltar	W	NA
E01256	Aquifoliaceae	Ilex aquifolium	SeedBankLong	transient/unk	semi-quantitative conditional	experience	Catalonia	W	NA
E02444	Aquifoliaceae	Ilex aquifolium	SeedlEmerg	no	categorical	experience	Gibraltar	W	NA
E01272	Aquifoliaceae	Ilex aquifolium	SeedlEmerg	no	semi-quantitative	experience	Catalonia	W	NA
C04978	Aquifoliaceae	Ilex aquifolium	SeedMass	24.94	quantitative	measure	BLlavors2001	W	NA
R02047	Araceae	Arisarum vulgare	BudSource	storage organs	categorical	compilation	Kazanis2004a	E	NA
R00611	Araceae	Arisarum vulgare	RespFire	yes	categorical	compilation	Kazanis2004a	E	NA
P00098	Araceae	Arisarum vulgare	RespFire	yes	categorical	compilation	Arianoutsou1998	E	NA
R03316	Araceae	Arisarum vulgare	SeedlEmerg	no	categorical	compilation	Kazanis2004a	E	NA
E00058	Araceae	Arisarum vulgare ssp. simorrhinum	FruitType	fleshy	categorical	experience	Murcia	W	NA
E00059	Araceae	Arisarum vulgare ssp. simorrhinum	Height	0.1	quantitative	measure	Murcia	W	NA
E00061	Araceae	Arisarum vulgare ssp. simorrhinum	LeafShape	broad	categorical	experience	Murcia	W	NA
E00063	Araceae	Arisarum vulgare ssp. simorrhinum	Propagule	fruit	categorical	experience	Murcia	W	NA
E00065	Araceae	Arisarum vulgare ssp. simorrhinum	RespFire	high	semi-quantitative	measure	Gotzenberger2003	W	74
R00288	Araceae	Arisarum vulgare ssp. simorrhinum	RespFire	yes	categorical	measure	Buhk2005a	W	74
C02593	Araceae	Arisarum vulgare ssp. simorrhinum	SeedBankLong	transient/veg	semi-quantitative conditional	measure	Buhk2005b	W	NA
C01812	Araceae	Arisarum vulgare ssp. simorrhinum	SeedBankLong	transient/veg	semi-quantitative conditional	measure	DiazVilla2003	W	NA
R03056	Araceae	Arisarum vulgare ssp. simorrhinum	SeedlEmerg	no	categorical	measure	Buhk2005a	W	710
E00066	Araceae	Arisarum vulgare ssp. simorrhinum	SeedlEmerg	no	semi-quantitative	measure	Murcia	W	710
R02048	Araceae	Biarum tenuifolium	BudSource	storage organs	categorical	compilation	Kazanis2004a	E	NA
R00612	Araceae	Biarum tenuifolium	RespFire	yes	categorical	compilation	Kazanis2004a	E	NA
R03317	Araceae	Biarum tenuifolium	SeedlEmerg	no	categorical	compilation	Kazanis2004a	E	NA
E02359	Araliaceae	Hedera helix	BudSource	rhizomes or roots	categorical	experience	Gibraltar	W	NA
C08085	Araliaceae	Hedera helix	LeafSize	large	semi-quantitative	experience	Valencia	W	NA
C07389	Araliaceae	Hedera helix	RespFire	yes	categorical	experience	Alberdi2002	W	NA
E02090	Araliaceae	Hedera helix	RespFire	yes	categorical	experience	SBarcelona	W	NA
R01201	Araliaceae	Hedera helix	RespFire	yes	categorical	compilation	Arnan2007	W	NA
E02358	Araliaceae	Hedera helix	RespFire	yes	categorical	experience	Gibraltar	W	NA
C04815	Araliaceae	Hedera helix	SeedBankLong	transient/veg	semi-quantitative conditional	measure	Olano2002	W	NA
E02443	Araliaceae	Hedera helix	SeedlEmerg	no	categorical	experience	Gibraltar	W	NA
E02091	Araliaceae	Hedera helix	SeedlEmerg	no	categorical	experience	SBarcelona	W	NA
R03832	Araliaceae	Hedera helix	SeedlEmerg	no	categorical	compilation	Arnan2007	W	NA
C07479	Araliaceae	Hedera helix	SeedlEmerg	yes	categorical	experience	Alberdi2002	W	NA
C05673	Arecaceae	Chamaerops humilis	BudSource	rhizomes or roots	categorical	experience	Valencia	W	NA
E02414	Arecaceae	Chamaerops humilis	BudSource	rhizomes or roots	categorical	experience	Gibraltar	W	NA
R02782	Arecaceae	Chamaerops humilis	BudSource	rhizomes	categorical	general reference	GciaFayos2001	W	NA
R01855	Arecaceae	Chamaerops humilis	BudSource	apex	categorical	measure	Ladd2005	C	NA
C03177	Arecaceae	Chamaerops humilis	BudSource	rhizomes or roots	categorical	measure	Cabezudo1995	W	NA
C05672	Arecaceae	Chamaerops humilis	BudSource	apex	categorical	experience	Valencia	W	NA
R01856	Arecaceae	Chamaerops humilis	BudSource	others	categorical	measure	Ladd2005	C	NA
R01448	Arecaceae	Chamaerops humilis	BudSource	apex	categorical	measure	Papio1988	W	NA
C03176	Arecaceae	Chamaerops humilis	BudSource	epicormic buds	categorical	measure	Cabezudo1995	W	NA
C01474	Arecaceae	Chamaerops humilis	DispMode	endozoochory	categorical	experience	Valencia	W	NA
C01678	Arecaceae	Chamaerops humilis	DispMode	endozoochory	categorical	compilation	Ladd2005	W	NA
E00068	Arecaceae	Chamaerops humilis	FruitType	fleshy	categorical	experience	Murcia	W	NA
C01296	Arecaceae	Chamaerops humilis	FruitType	fleshy	categorical	experience	Valencia	W	NA
S00216	Arecaceae	Chamaerops humilis	HeatStimGerm	unaffected/LM_	semi-quantitative conditional	measure	Salvador1995	W	NA
E00069	Arecaceae	Chamaerops humilis	HeatStimGerm	inhibition/unk	semi-quantitative conditional	experience	Buhk2006a	W	NA
E00070	Arecaceae	Chamaerops humilis	Height	2	quantitative	measure	Murcia	W	NA
C00201	Arecaceae	Chamaerops humilis	Height	2	quantitative	general reference	Mateo1990	W	NA
