ID	Family	taxa	Trait	Data	DataType	Method	Source	Region2	Redundancy
C03218	Lamiaceae	Phlomis purpurea	SeedlEmerg	no	categorical	measure	Cabezudo1995	W	NA
R03150	Lamiaceae	Phlomis purpurea	SeedlEmerg	yes	categorical	compilation	Arroyo1990	W	536
E03869	Lamiaceae	Prasium majus	BudSource	root crown	categorical	experience	Attica	E	NA
C05324	Lamiaceae	Prasium majus	DispMode	zoochory	categorical	compilation	Kazanis2004a	E	NA
E03871	Lamiaceae	Prasium majus	DispMode	endozoochory	categorical	compilation	Kazanis2005	E	NA
E03872	Lamiaceae	Prasium majus	FruitType	fleshy	categorical	general reference	Tutin1964	U	NA
E03875	Lamiaceae	Prasium majus	Propagule	fruit	categorical	experience	Attica	E	NA
E03876	Lamiaceae	Prasium majus	RespFire	high	semi-quantitative	compilation	Kazanis2005	E	176
R00576	Lamiaceae	Prasium majus	RespFire	yes	categorical	compilation	Kazanis2004a	E	176
E03877	Lamiaceae	Prasium majus	SeedBankLong	transient/unk	semi-quantitative conditional	experience	Attica	E	NA
E03878	Lamiaceae	Prasium majus	SeedlEmerg	no	semi-quantitative	compilation	Kazanis2005	E	349
R03281	Lamiaceae	Prasium majus	SeedlEmerg	no	categorical	compilation	Kazanis2004a	E	349
R00149	Lamiaceae	Prunella grandiflora	RespFire	no	categorical	measure	Pausas1997	W	NA
C02282	Lamiaceae	Prunella grandiflora	SeedBank	soil	categorical	compilation	Cerabolini2003	C	NA
C02327	Lamiaceae	Prunella grandiflora	SeedBankLong	short-persistent/unk	semi-quantitative conditional	compilation	Cerabolini2003	C	NA
C02237	Lamiaceae	Prunella grandiflora	SeedMass	1.01	quantitative	measure	Cerabolini2003	C	NA
E03988	Lamiaceae	Prunella laciniata	BudSource	rhizomes or roots	categorical	experience	Cuenca	W	NA
E04091	Lamiaceae	Prunella laciniata	DispMode	autochory	categorical	general reference	Bolos1984	W	NA
E04145	Lamiaceae	Prunella laciniata	FruitType	dry	categorical	general reference	Valdes1987	W	NA
S00492	Lamiaceae	Prunella laciniata	HeatStimGerm	unaffected/_MH	semi-quantitative conditional	measure	Luna2007a	W	NA
E04227	Lamiaceae	Prunella laciniata	Height	0.3	quantitative	general reference	Bolos1984	W	NA
E04376	Lamiaceae	Prunella laciniata	LeafShape	broad	categorical	general reference	Valdes1987	W	NA
E04430	Lamiaceae	Prunella laciniata	LeafSize	small	semi-quantitative	measure	Cuenca	W	NA
E04593	Lamiaceae	Prunella laciniata	Propagule	fruit	categorical	general reference	Valdes1987	W	NA
C07342	Lamiaceae	Prunella laciniata	RespFire	yes	categorical	experience	Alberdi2002	W	NA
C10878	Lamiaceae	Prunella laciniata	RespFire	yes	categorical	measure	Luna2007b	W	NA
C07432	Lamiaceae	Prunella laciniata	SeedlEmerg	no	categorical	experience	Alberdi2002	W	NA
E04824	Lamiaceae	Prunella laciniata	SeedMass	1.27	quantitative	measure	Cuenca	W	NA
R01893	Lamiaceae	Rosmarinus officinalis	BudSource	root crown	categorical	compilation	Naveh1975	U	NA
E04050	Lamiaceae	Rosmarinus officinalis	DispMode	autochory	categorical	general reference	Bolos1984	W	NA
E01984	Lamiaceae	Rosmarinus officinalis	DispMode	autochory	categorical	experience	SBarcelona	W	NA
E04104	Lamiaceae	Rosmarinus officinalis	FruitType	dry	categorical	general reference	Valdes1987	W	NA
C03320	Lamiaceae	Rosmarinus officinalis	FruitType	dry	categorical	experience	Lloret1998	W	552
C01317	Lamiaceae	Rosmarinus officinalis	FruitType	dry	categorical	experience	Valencia	W	NA
E00760	Lamiaceae	Rosmarinus officinalis	FruitType	dry	categorical	experience	Murcia	W	NA
E01995	Lamiaceae	Rosmarinus officinalis	FruitType	dry	categorical	experience	SBarcelona	W	552
P00049	Lamiaceae	Rosmarinus officinalis	HeatStimGerm	moderate/LMH	semi-quantitative conditional	measure	Moreira2010	W	NA
S00243	Lamiaceae	Rosmarinus officinalis	HeatStimGerm	unaffected/LMH	semi-quantitative conditional	measure	Trabaud1989b	W	NA
S00221	Lamiaceae	Rosmarinus officinalis	HeatStimGerm	unaffected/LM_	semi-quantitative conditional	measure	Salvador1995	W	NA
C00306	Lamiaceae	Rosmarinus officinalis	Height	1.31	quantitative	measure	Valencia	W	NA
E00761	Lamiaceae	Rosmarinus officinalis	Height	0.4	quantitative	measure	Murcia	W	NA
C00222	Lamiaceae	Rosmarinus officinalis	Height	1.5	quantitative	general reference	Mateo1990	W	NA
E04186	Lamiaceae	Rosmarinus officinalis	Height	2	quantitative	general reference	Bolos1984	W	NA
E05008	Lamiaceae	Rosmarinus officinalis	Height	0.85	quantitative	measure	Onil	W	NA
E04296	Lamiaceae	Rosmarinus officinalis	LeafPhenology	evergreen	categorical	general reference	Valdes1987	W	NA
E00763	Lamiaceae	Rosmarinus officinalis	LeafPhenology	drought semi-deciduous	categorical	experience	Murcia	W	NA
C00546	Lamiaceae	Rosmarinus officinalis	LeafPhenology	evergreen	categorical	experience	Valencia	W	NA
E01989	Lamiaceae	Rosmarinus officinalis	LeafPhenology	evergreen	categorical	experience	SBarcelona	W	NA
E01991	Lamiaceae	Rosmarinus officinalis	LeafShape	linear	categorical	general reference	Bolos1984	W	NA
C00775	Lamiaceae	Rosmarinus officinalis	LeafShape	linear	categorical	experience	Valencia	W	NA
E04335	Lamiaceae	Rosmarinus officinalis	LeafShape	linear	categorical	general reference	Valdes1987	W	NA
E00764	Lamiaceae	Rosmarinus officinalis	LeafShape	linear	categorical	experience	Murcia	W	NA
C00870	Lamiaceae	Rosmarinus officinalis	LeafSize	44.7	quantitative	measure	Valencia	W	NA
E04390	Lamiaceae	Rosmarinus officinalis	LeafSize	small	semi-quantitative	measure	Cuenca	W	NA
E01979	Lamiaceae	Rosmarinus officinalis	MatSap	medium	semi-quantitative	experience	SBarcelona	W	NA
E05048	Lamiaceae	Rosmarinus officinalis	MatSap	medium	semi-quantitative	measure	Onil	W	NA
C06618	Lamiaceae	Rosmarinus officinalis	MatSap	4	quantitative	measure	Trabaud2002	W	NA
S00362	Lamiaceae	Rosmarinus officinalis	OtherCues	unaffected/cha	semi-quantitative conditional	measure	Salvador1995	W	NA
P00021	Lamiaceae	Rosmarinus officinalis	OtherCues	stimulation/smk	semi-quantitative conditional	measure	Moreira2010	W	NA
S00363	Lamiaceae	Rosmarinus officinalis	OtherCues	inhibition/ash	semi-quantitative conditional	measure	Trabaud1989b	W	NA
E01996	Lamiaceae	Rosmarinus officinalis	Propagule	seed	categorical	general reference	Bolos1984	W	NA
C01410	Lamiaceae	Rosmarinus officinalis	Propagule	seed	categorical	experience	Valencia	W	NA
E04557	Lamiaceae	Rosmarinus officinalis	Propagule	fruit	categorical	general reference	Valdes1987	W	NA
E00766	Lamiaceae	Rosmarinus officinalis	Propagule	fruit	categorical	experience	Murcia	W	NA
C04951	Lamiaceae	Rosmarinus officinalis	RespClip	no	categorical	measure	Valencia	W	NA
E01992	Lamiaceae	Rosmarinus officinalis	RespClip	no	semi-quantitative	experience	SBarcelona	W	NA
R01143	Lamiaceae	Rosmarinus officinalis	RespDist	no	categorical	experience	Herrera1987b	W	529
R01115	Lamiaceae	Rosmarinus officinalis	RespDist	no	categorical	experience	Herrera1987a	W	529
R00420	Lamiaceae	Rosmarinus officinalis	RespDist	no	categorical	compilation	Arroyo1990	W	529
C07750	Lamiaceae	Rosmarinus officinalis	RespFire	0	quantitative	measure	Moreno2004	W	NA
C03243	Lamiaceae	Rosmarinus officinalis	RespFire	no	categorical	measure	Carreira1992	W	NA
R01276	Lamiaceae	Rosmarinus officinalis	RespFire	no	categorical	compilation	Lloret2003	W	7-614
C07707	Lamiaceae	Rosmarinus officinalis	RespFire	0	quantitative	measure	Moreno2004	W	NA
R00969	Lamiaceae	Rosmarinus officinalis	RespFire	no	categorical	compilation	Cuco1987	W	7
R00111	Lamiaceae	Rosmarinus officinalis	RespFire	no	categorical	compilation	Saracino1998	U	NA
R00118	Lamiaceae	Rosmarinus officinalis	RespFire	no	categorical	measure	Clemente1996	W	NA
C03306	Lamiaceae	Rosmarinus officinalis	RespFire	no	categorical	measure	Lloret1998	W	614
R00334	Lamiaceae	Rosmarinus officinalis	RespFire	no	categorical	measure	Buhk2005a	W	NA
R01319	Lamiaceae	Rosmarinus officinalis	RespFire	no	categorical	measure	Pausas1999b	W	NA
C04357	Lamiaceae	Rosmarinus officinalis	RespFire	no	categorical	measure	Ferrandis1996a	W	NA
C04399	Lamiaceae	Rosmarinus officinalis	RespFire	no	categorical	experience	Baeza2002	W	NA
R01324	Lamiaceae	Rosmarinus officinalis	RespFire	no	categorical	experience	DeLuis2001	W	NA
C06514	Lamiaceae	Rosmarinus officinalis	RespFire	no	categorical	measure	Trabaud2002	W	NA
C08101	Lamiaceae	Rosmarinus officinalis	RespFire	no	categorical	experience	Clemente2004	W	NA
R00847	Lamiaceae	Rosmarinus officinalis	RespFire	no	categorical	experience	Trabaud1997	W	NA
R00024	Lamiaceae	Rosmarinus officinalis	RespFire	no	categorical	measure	Papio1988	W	7
E04606	Lamiaceae	Rosmarinus officinalis	RespFire	no	categorical	experience	Cuenca	W	NA
R00542	Lamiaceae	Rosmarinus officinalis	RespFire	no	categorical	experience	Caturla2000	W	NA
E01980	Lamiaceae	Rosmarinus officinalis	RespFire	no	categorical	experience	SBarcelona	W	614
C04833	Lamiaceae	Rosmarinus officinalis	RespFire	no	categorical	experience	Valencia	W	NA
R00460	Lamiaceae	Rosmarinus officinalis	RespFire	yes	categorical	compilation	Naveh1975	U	NA
R01290	Lamiaceae	Rosmarinus officinalis	RespFire	no	categorical	experience	Salvador1995	W	614
R01024	Lamiaceae	Rosmarinus officinalis	RespFire	no	categorical	measure	Abad1996	W	NA
R00021	Lamiaceae	Rosmarinus officinalis	RespFire	no	categorical	experience	LopezSoria1992	W	NA
C04834	Lamiaceae	Rosmarinus officinalis	RespFire	yes	categorical	experience	Valencia	W	NA
C03251	Lamiaceae	Rosmarinus officinalis	RespFire	0	quantitative	measure	Quintana2004	W	NA
R01343	Lamiaceae	Rosmarinus officinalis	RespFire	no	categorical	compilation	Ferran1998	W	NA
C08064	Lamiaceae	Rosmarinus officinalis	RootDepth	1.36	quantitative	measure	GuerreroCampo2006	W	NA
C00966	Lamiaceae	Rosmarinus officinalis	SeedBank	soil	categorical	measure	Abad1996	W	NA
C04261	Lamiaceae	Rosmarinus officinalis	SeedBank	soil	categorical	compilation	Saracino1998	U	NA
C03509	Lamiaceae	Rosmarinus officinalis	SeedBank	soil	categorical	measure	Ferrandis1996a	W	NA
E05033	Lamiaceae	Rosmarinus officinalis	SeedBank	soil	categorical	measure	Onil	W	NA
E01982	Lamiaceae	Rosmarinus officinalis	SeedBank	soil	categorical	experience	SBarcelona	W	NA
C02665	Lamiaceae	Rosmarinus officinalis	SeedBankLong	transient/veg	semi-quantitative conditional	measure	Buhk2005b	W	NA
C08115	Lamiaceae	Rosmarinus officinalis	SeedBankLong	transient/bur	semi-quantitative conditional	measure	Clemente2004	W	NA
C05159	Lamiaceae	Rosmarinus officinalis	SeedBankLong	persistent/veg	semi-quantitative conditional	measure	Ferrandis1996a	W	NA
E05250	Lamiaceae	Rosmarinus officinalis	SeedBankLong	persistent/veg	semi-quantitative conditional	experience	Onil	W	NA
C05141	Lamiaceae	Rosmarinus officinalis	SeedBankLong	persistent/veg	semi-quantitative conditional	measure	Abad1996	W	NA
E05187	Lamiaceae	Rosmarinus officinalis	SeedBankLong	persistent/unk	semi-quantitative conditional	experience	SBarcelona	W	NA
C05181	Lamiaceae	Rosmarinus officinalis	SeedBankLong	persistent/unk	semi-quantitative conditional	compilation	Saracino1998	U	NA
R02914	Lamiaceae	Rosmarinus officinalis	SeedlEmerg	yes	categorical	compilation	Saracino1998	U	NA
C04281	Lamiaceae	Rosmarinus officinalis	SeedlEmerg	yes	categorical	measure	Lloret1998	W	679
C08108	Lamiaceae	Rosmarinus officinalis	SeedlEmerg	yes	categorical	experience	Clemente2004	W	NA
C09000	Lamiaceae	Rosmarinus officinalis	SeedlEmerg	yes	categorical	experience	Valencia	W	NA
C06570	Lamiaceae	Rosmarinus officinalis	SeedlEmerg	yes	categorical	measure	Trabaud2002	W	NA
R03252	Lamiaceae	Rosmarinus officinalis	SeedlEmerg	yes	categorical	experience	Caturla2000	W	NA
R03920	Lamiaceae	Rosmarinus officinalis	SeedlEmerg	yes	categorical	experience	Salvador1995	W	679
R03102	Lamiaceae	Rosmarinus officinalis	SeedlEmerg	yes	categorical	measure	Buhk2005a	W	779
R03552	Lamiaceae	Rosmarinus officinalis	SeedlEmerg	yes	categorical	experience	Trabaud1997	W	NA
R02921	Lamiaceae	Rosmarinus officinalis	SeedlEmerg	yes	categorical	measure	Clemente1996	W	NA
R03665	Lamiaceae	Rosmarinus officinalis	SeedlEmerg	yes	categorical	compilation	Cuco1987	W	72
C03256	Lamiaceae	Rosmarinus officinalis	SeedlEmerg	23.74285714	quantitative	measure	Quintana2004	W	NA
R03151	Lamiaceae	Rosmarinus officinalis	SeedlEmerg	yes	categorical	compilation	Arroyo1990	W	NA
C03429	Lamiaceae	Rosmarinus officinalis	SeedlEmerg	yes	categorical	measure	Ferrandis1996a	W	NA
R02828	Lamiaceae	Rosmarinus officinalis	SeedlEmerg	yes	categorical	experience	LopezSoria1992	W	NA
C04402	Lamiaceae	Rosmarinus officinalis	SeedlEmerg	yes	categorical	experience	Baeza2002	W	NA
C07710	Lamiaceae	Rosmarinus officinalis	SeedlEmerg	yes	categorical	measure	Moreno2004	W	NA
E00768	Lamiaceae	Rosmarinus officinalis	SeedlEmerg	low	semi-quantitative	measure	Murcia	W	779
C05095	Lamiaceae	Rosmarinus officinalis	SeedlEmerg	yes	categorical	measure	Casals2005	W	NA
C04154	Lamiaceae	Rosmarinus officinalis	SeedlEmerg	yes	categorical	measure	Ferrandis1999c	W	NA
E04675	Lamiaceae	Rosmarinus officinalis	SeedlEmerg	yes	categorical	measure	Cuenca	W	NA
E05038	Lamiaceae	Rosmarinus officinalis	SeedlEmerg	1.77	quantitative	measure	Onil	W	NA
R03907	Lamiaceae	Rosmarinus officinalis	SeedlEmerg	yes	categorical	compilation	Lloret2003	W	72-679
R03726	Lamiaceae	Rosmarinus officinalis	SeedlEmerg	yes	categorical	measure	Abad1996	W	NA
R02831	Lamiaceae	Rosmarinus officinalis	SeedlEmerg	yes	categorical	measure	Papio1988	W	72
R03944	Lamiaceae	Rosmarinus officinalis	SeedlEmerg	yes	categorical	compilation	Ferran1998	W	NA
C01004	Lamiaceae	Rosmarinus officinalis	SeedlEmerg	yes	categorical	measure	DeLuis2005	W	NA
R03191	Lamiaceae	Rosmarinus officinalis	SeedlEmerg	yes	categorical	compilation	Naveh1975	U	NA
E01983	Lamiaceae	Rosmarinus officinalis	SeedlSurv	high	semi-quantitative	measure	SBarcelona	W	NA
C03259	Lamiaceae	Rosmarinus officinalis	SeedlSurv	40.61371841	quantitative	measure	Quintana2004	W	NA
E05043	Lamiaceae	Rosmarinus officinalis	SeedlSurv	57.5	quantitative	measure	Onil	W	NA
C04385	Lamiaceae	Rosmarinus officinalis	SeedMass	1.75	quantitative	measure	Valencia	W	NA
E01985	Lamiaceae	Rosmarinus officinalis	SeedMass	0.5	quantitative	measure	SBarcelona	W	NA
C02461	Lamiaceae	Rosmarinus officinalis	SeedMass	1.3	quantitative	measure	Cerabolini2003	C	NA
C10812	Lamiaceae	Rosmarinus officinalis	SeedMass	0.54	quantitative	measure	Valencia	W	NA
C00417	Lamiaceae	Rosmarinus officinalis	SRR	2.13	quantitative	measure	Valencia	W	NA
C06829	Lamiaceae	Salvia fruticosa	RespFire	yes	categorical	compilation	Arianoutsou2000	M	NA
P00166	Lamiaceae	Salvia fruticosa	RespFire	no	categorical	experience	Bergmeier1997	E	NA
C06939	Lamiaceae	Salvia fruticosa	SeedlEmerg	yes	categorical	compilation	Arianoutsou2000	M	NA
E03981	Lamiaceae	Salvia lavandulifolia	BudSource	rhizomes or roots	categorical	experience	Cuenca	W	NA
E01754	Lamiaceae	Salvia lavandulifolia	BudSource	epicormic buds	categorical	experience	Palacio2007a	W	NA
E04067	Lamiaceae	Salvia lavandulifolia	DispMode	autochory	categorical	general reference	Bolos1984	W	NA
E01795	Lamiaceae	Salvia lavandulifolia	DispMode	autochory	categorical	experience	NESpain	W	NA
E01773	Lamiaceae	Salvia lavandulifolia	FruitType	dry	categorical	experience	NESpain	W	NA
E04121	Lamiaceae	Salvia lavandulifolia	FruitType	dry	categorical	general reference	Valdes1987	W	NA
S00493	Lamiaceae	Salvia lavandulifolia	HeatStimGerm	unaffected/_MH	semi-quantitative conditional	measure	Luna2007a	W	NA
E01600	Lamiaceae	Salvia lavandulifolia	Height	0.5	quantitative	measure	NESpain	W	NA
E04203	Lamiaceae	Salvia lavandulifolia	Height	0.5	quantitative	general reference	Bolos1984	W	NA
E04313	Lamiaceae	Salvia lavandulifolia	LeafPhenology	evergreen	categorical	general reference	Valdes1987	W	NA
E01674	Lamiaceae	Salvia lavandulifolia	LeafPhenology	evergreen	categorical	measure	Palacio2007c	W	NA
E01714	Lamiaceae	Salvia lavandulifolia	LeafShape	linear	categorical	experience	NESpain	W	NA
E04352	Lamiaceae	Salvia lavandulifolia	LeafShape	broad	categorical	general reference	Valdes1987	W	NA
E01728	Lamiaceae	Salvia lavandulifolia	LeafSize	174.1	quantitative	measure	Palacio2006b	W	NA
E04407	Lamiaceae	Salvia lavandulifolia	LeafSize	medium	semi-quantitative	measure	Cuenca	W	NA
E04573	Lamiaceae	Salvia lavandulifolia	Propagule	fruit	categorical	general reference	Valdes1987	W	NA
E01786	Lamiaceae	Salvia lavandulifolia	Propagule	seed	categorical	experience	NESpain	W	NA
E01746	Lamiaceae	Salvia lavandulifolia	RespClip	high	semi-quantitative	measure	Palacio2007a	W	NA
C07634	Lamiaceae	Salvia lavandulifolia	RespFire	yes	categorical	measure	Luna2007a	W	NA
E01620	Lamiaceae	Salvia lavandulifolia	RootDepth	0.5	quantitative	measure	NESpain	W	NA
E04685	Lamiaceae	Salvia lavandulifolia	SeedlEmerg	no	categorical	measure	Cuenca	W	NA
E04804	Lamiaceae	Salvia lavandulifolia	SeedMass	2.8	quantitative	measure	Cuenca	W	NA
E04092	Lamiaceae	Salvia pratensis	DispMode	autochory	categorical	general reference	Bolos1984	W	NA
E04146	Lamiaceae	Salvia pratensis	FruitType	dry	categorical	general reference	Valdes1987	W	NA
S00494	Lamiaceae	Salvia pratensis	HeatStimGerm	unaffected/_MH	semi-quantitative conditional	measure	Luna2007a	W	NA
E04228	Lamiaceae	Salvia pratensis	Height	1	quantitative	general reference	Bolos1984	W	NA
E04377	Lamiaceae	Salvia pratensis	LeafShape	broad	categorical	general reference	Valdes1987	W	NA
E04431	Lamiaceae	Salvia pratensis	LeafSize	large	semi-quantitative	measure	Cuenca	W	NA
E04594	Lamiaceae	Salvia pratensis	Propagule	fruit	categorical	general reference	Valdes1987	W	NA
C07635	Lamiaceae	Salvia pratensis	RespFire	yes	categorical	measure	Luna2007a	W	NA
C02170	Lamiaceae	Salvia pratensis	SeedBankLong	transient/unk	semi-quantitative conditional	compilation	Cerabolini2003	C	NA
E04825	Lamiaceae	Salvia pratensis	SeedMass	1.16	quantitative	measure	Cuenca	W	NA
C02020	Lamiaceae	Salvia pratensis	SeedMass	1.76	quantitative	measure	Cerabolini2003	C	NA
R00465	Lamiaceae	Salvia triloba	RespFire	yes	categorical	compilation	Naveh1975	U	NA
R03196	Lamiaceae	Salvia triloba	SeedlEmerg	yes	categorical	compilation	Naveh1975	U	NA
E04093	Lamiaceae	Salvia verbenaca	DispMode	autochory	categorical	general reference	Bolos1984	W	NA
E04147	Lamiaceae	Salvia verbenaca	FruitType	dry	categorical	general reference	Valdes1987	W	NA
S00495	Lamiaceae	Salvia verbenaca	HeatStimGerm	unaffected/_MH	semi-quantitative conditional	measure	Luna2007a	W	NA
E04229	Lamiaceae	Salvia verbenaca	Height	0.4	quantitative	general reference	Bolos1984	W	NA
E04378	Lamiaceae	Salvia verbenaca	LeafShape	broad	categorical	general reference	Valdes1987	W	NA
E04432	Lamiaceae	Salvia verbenaca	LeafSize	medium	semi-quantitative	measure	Cuenca	W	NA
E04595	Lamiaceae	Salvia verbenaca	Propagule	fruit	categorical	general reference	Valdes1987	W	NA
C05074	Lamiaceae	Salvia verbenaca	RespFire	yes	categorical	measure	Casals2005	W	NA
C10880	Lamiaceae	Salvia verbenaca	RespFire	yes	categorical	measure	Luna2007b	W	NA
C01875	Lamiaceae	Salvia verbenaca	SeedBankLong	transient/veg	semi-quantitative conditional	measure	DiazVilla2003	W	NA
E04826	Lamiaceae	Salvia verbenaca	SeedMass	1.08	quantitative	measure	Cuenca	W	NA
E05539	Lamiaceae	Salvia viridis	RespFire	no	categorical	experience	Turkmen2005	M	NA
E05541	Lamiaceae	Salvia viridis	SeedlEmerg	yes	categorical	experience	Turkmen2005	M	NA
E01753	Lamiaceae	Satureja montana	BudSource	epicormic buds	categorical	experience	Palacio2007a	W	NA
E01794	Lamiaceae	Satureja montana	DispMode	autochory	categorical	experience	NESpain	W	NA
E01772	Lamiaceae	Satureja montana	FruitType	dry	categorical	experience	NESpain	W	NA
E01599	Lamiaceae	Satureja montana	Height	0.4	quantitative	measure	NESpain	W	NA
E01673	Lamiaceae	Satureja montana	LeafPhenology	winter semi-deciduous	categorical	measure	Palacio2007c	W	NA
E01713	Lamiaceae	Satureja montana	LeafShape	linear	categorical	experience	NESpain	W	NA
E01727	Lamiaceae	Satureja montana	LeafSize	30.7	quantitative	measure	Palacio2006b	W	NA
E01785	Lamiaceae	Satureja montana	Propagule	seed	categorical	experience	NESpain	W	NA
E01745	Lamiaceae	Satureja montana	RespClip	low	semi-quantitative	measure	Palacio2007a	W	NA
R01220	Lamiaceae	Satureja montana	RespFire	no	categorical	compilation	Arnan2007	W	NA
E01619	Lamiaceae	Satureja montana	RootDepth	0.4	quantitative	measure	NESpain	W	NA
R03851	Lamiaceae	Satureja montana	SeedlEmerg	yes	categorical	compilation	Arnan2007	W	NA
E00770	Lamiaceae	Satureja obovata	FruitType	dry	categorical	experience	Murcia	W	NA
E00771	Lamiaceae	Satureja obovata	Height	0.25	quantitative	measure	Murcia	W	NA
E00773	Lamiaceae	Satureja obovata	LeafPhenology	drought semi-deciduous	categorical	experience	Murcia	W	NA
E00774	Lamiaceae	Satureja obovata	LeafShape	broad	categorical	experience	Murcia	W	NA
E00776	Lamiaceae	Satureja obovata	Propagule	fruit	categorical	experience	Murcia	W	NA
R00335	Lamiaceae	Satureja obovata	RespFire	yes	categorical	measure	Buhk2005a	W	NA
C02669	Lamiaceae	Satureja obovata	SeedBankLong	transient/veg	semi-quantitative conditional	measure	Buhk2005b	W	NA
E00778	Lamiaceae	Satureja obovata	SeedlEmerg	low	semi-quantitative	measure	Murcia	W	781
R03103	Lamiaceae	Satureja obovata	SeedlEmerg	yes	categorical	measure	Buhk2005a	W	781
E02380	Lamiaceae	Satureja salzmannii	MatSap	early	semi-quantitative	experience	Gibraltar	W	NA
E02379	Lamiaceae	Satureja salzmannii	RespFire	no	semi-quantitative	experience	Gibraltar	W	122
C04483	Lamiaceae	Satureja salzmannii	RespFire	no	categorical	compilation	Andres2002	W	122
R00091	Lamiaceae	Satureja salzmannii	RespFire	no	categorical	measure	Ojeda1996b	W	122
E02458	Lamiaceae	Satureja salzmannii	SeedlEmerg	yes	categorical	measure	Ojeda1995	W-S	129
C04495	Lamiaceae	Satureja salzmannii	SeedlEmerg	yes	categorical	compilation	Andres2002	W	129
E02921	Lamiaceae	Satureja thymbra	BudSource	root crown	categorical	experience	Attica	E	NA
E02924	Lamiaceae	Satureja thymbra	DispMode	autochory	categorical	compilation	Kazanis2005	E	NA
E02925	Lamiaceae	Satureja thymbra	FruitType	dry	categorical	general reference	Tutin1964	U	NA
E02926	Lamiaceae	Satureja thymbra	Height	1	quantitative	general reference	Tutin1964	U	NA
E02928	Lamiaceae	Satureja thymbra	LeafPhenology	drought semi-deciduous	categorical	experience	Attica	E	NA
E02929	Lamiaceae	Satureja thymbra	LeafShape	broad	categorical	experience	Attica	E	NA
E02930	Lamiaceae	Satureja thymbra	LeafSize	small	semi-quantitative	experience	Attica	E	NA
E02933	Lamiaceae	Satureja thymbra	Propagule	seed	categorical	experience	Attica	E	NA
R00463	Lamiaceae	Satureja thymbra	RespFire	yes	categorical	compilation	Naveh1975	U	NA
E02922	Lamiaceae	Satureja thymbra	RespFire	low	semi-quantitative	experience	Attica	E	488
R00599	Lamiaceae	Satureja thymbra	RespFire	no	categorical	compilation	Kazanis2004a	E	NA
C06683	Lamiaceae	Satureja thymbra	RespFire	yes	categorical	compilation	Arianoutsou2000	E	488
C04609	Lamiaceae	Satureja thymbra	RespFire	yes	categorical	measure	Thanos1996	E	NA
C06846	Lamiaceae	Satureja thymbra	RespFire	yes	categorical	compilation	Arianoutsou2000	M	NA
C06180	Lamiaceae	Satureja thymbra	SeedBank	soil	categorical	compilation	Kazanis2004a	E	256
E02934	Lamiaceae	Satureja thymbra	SeedBank	soil	categorical	compilation	Kazanis2005	E	256
E05196	Lamiaceae	Satureja thymbra	SeedBankLong	persistent/unk	semi-quantitative conditional	compilation	Kazanis2005	E	279
C06266	Lamiaceae	Satureja thymbra	SeedBankLong	persistent/unk	semi-quantitative conditional	compilation	Kazanis2004a	E	279
C06956	Lamiaceae	Satureja thymbra	SeedlEmerg	yes	categorical	compilation	Arianoutsou2000	M	NA
R03304	Lamiaceae	Satureja thymbra	SeedlEmerg	yes	categorical	compilation	Kazanis2004a	E	317
C06761	Lamiaceae	Satureja thymbra	SeedlEmerg	yes	categorical	compilation	Arianoutsou2000	E	317
R03194	Lamiaceae	Satureja thymbra	SeedlEmerg	yes	categorical	compilation	Naveh1975	U	NA
E02935	Lamiaceae	Satureja thymbra	SeedlEmerg	high	semi-quantitative	compilation	Kazanis2005	E	317
C04610	Lamiaceae	Satureja thymbra	SeedlEmerg	no	categorical	measure	Thanos1996	E	NA
E02936	Lamiaceae	Satureja thymbra	SeedlSurv	high	semi-quantitative	experience	Attica	E	NA
R00690	Lamiaceae	Scutellaria rubicunda ssp. rupestris	RespFire	no	categorical	compilation	Kazanis2004a	E	NA
R03395	Lamiaceae	Scutellaria rubicunda ssp. rupestris	SeedlEmerg	no	categorical	compilation	Kazanis2004a	E	NA
C01378	Lamiaceae	Sideritis angustifolia	FruitType	dry	categorical	experience	Valencia	W	NA
P00050	Lamiaceae	Sideritis angustifolia	HeatStimGerm	unaffected/LMH	semi-quantitative conditional	measure	Moreira2010	W	NA
C00290	Lamiaceae	Sideritis angustifolia	Height	0.5	quantitative	general reference	Mateo1990	W	NA
C00593	Lamiaceae	Sideritis angustifolia	LeafPhenology	evergreen	categorical	experience	Valencia	W	NA
C00838	Lamiaceae	Sideritis angustifolia	LeafShape	linear	categorical	experience	Valencia	W	NA
C00933	Lamiaceae	Sideritis angustifolia	LeafSize	small	semi-quantitative	experience	Valencia	W	NA
P00022	Lamiaceae	Sideritis angustifolia	OtherCues	unaffected/smk	semi-quantitative conditional	measure	Moreira2010	W	NA
C01469	Lamiaceae	Sideritis angustifolia	Propagule	seed	categorical	experience	Valencia	W	NA
R00835	Lamiaceae	Sideritis angustifolia	RespFire	yes	categorical	measure	Santos2003	W	NA
R01045	Lamiaceae	Sideritis angustifolia	RespFire	yes	categorical	measure	Abad1996	W	NA
R03540	Lamiaceae	Sideritis angustifolia	SeedlEmerg	yes	categorical	measure	Santos2003	W	NA
R03770	Lamiaceae	Sideritis angustifolia	SeedlEmerg	variable	categorical	measure	Abad1996	W	NA
C10813	Lamiaceae	Sideritis angustifolia	SeedMass	1	quantitative	measure	Valencia	W	NA
